Time,Detected Intent,Original Transcription,Final Response,Log Count
"2026-01-13 16:49:34","pay_bill","Beaconhouse fee payment.","{'id': '', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '668a5c90-33b1-4bf9-8f02-d827db7bfc74.wav'}","20"
"2026-01-13 16:49:28","send_money","Send 8000 to Basit Islam in his Faisal Bank.","{'id': '145226281', 'type': 'send_money', 'amount': 8000.0, 'detected_language': 'english', 'name': 'BASIT ISLAM', 'bankName': 'Faysal Bank', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'f8872e38-5fbb-451c-b9bb-68bddf0fd5fe.wav'}","23"
"2026-01-13 16:49:18","send_money","اگر آڈیو میں کوئی تقریر نہیں ہے تو خالی متن واپس کریں۔ اہم: آڈیو میں اردو یا انگریزی تقریر ہو سکتی ہے۔ مذکورہ نام عام طور پر پاکستانی نام ہیں۔ آڈیو میں پاکستانی ناموں کو صحیح طریقے سے نقل کریں۔ آڈیو ایک مالیاتی حکم ہے رقم بھیجنے/منتقل کرنے کے لیے۔ احکامات میں شامل ہو سکتے ہیں: رقم کی منتقلی، بل کی ادائیگی، موبائل ٹاپ اپ، یا بیان کی درخواست۔ نمبر اور مقداریں کسی بھی زبان میں بولی جا سکتی ہیں — ہمیشہ انہیں عددی اعداد میں تبدیل کریں۔ مذکورہ نام عام طور پر پاکستانی نام ہیں۔ فائدہ اٹھانے والے کے نام اور بینک کے نام کو صحیح طریقے سے پکڑنے پر توجہ دیں۔ فلر الفاظ کو نظر انداز کریں۔","{'type': 'mobile_topup', 'id': '', 'amount': 1.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9926f484-d23f-415c-90ea-4130427f4a3b.wav'}","24"
"2026-01-13 16:44:32","mobile_topup","پانچ سو روپے اسٹمٹ جمع جاہے یو بی ایل","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '416da4a9-29b9-4d21-b638-e152841f0c51.wav'}","21"
"2026-01-13 16:44:24","send_money","سینڈ ون تھاؤزنڈ ٹو طاہرہ رضوان","{'id': '29508679', 'type': 'send_money', 'amount': 1000, 'detected_language': 'english', 'name': 'TAHIRA RIZWAN', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '5a83fc30-f466-4b87-9378-9c65b2ed56d3.wav'}","25"
"2026-01-13 16:44:14","send_money","پیے ہنڈرڈ پیسٹو حمزہ جاوید","{'id': '', 'type': 'send_money', 'amount': 100, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'f58bdac6-a2b7-4a3a-a3c4-9d10a46fe464.wav'}","24"
"2026-01-13 16:43:57","unknown","پہنچڑپیز دو عثمان","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'ea162858-c31b-488a-a189-abf0c331b3bf.wav'}","19"
"2026-01-13 16:43:27","pay_bill","پیمائی پی ٹی سی ایل بل","{'id': '11749544143', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': 'PTCL', 'billName': 'PTCL Bill', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '0f73dd57-91c2-4e7e-a22d-7ff3e3b9e1a5.wav'}","23"
"2026-01-13 16:43:12","download_statement","Download my bank statement of last month.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '4ac80b02-ac7d-42a0-b2f1-830b0da5c287.wav'}","18"
"2026-01-13 16:43:10","send_money","ایک سو روپے محبوب عالم ایزی پیسہ اکاؤنٹ","{'id': '78448560', 'type': 'send_money', 'amount': 100.0, 'detected_language': 'urdu', 'name': 'MEHBOOB ALAM', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'c703db84-c74a-4bb7-b9b1-eb87598b151d.wav'}","25"
"2026-01-13 16:43:00","download_statement","Download my last month bank statement.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'edc02abb-043e-4b64-b973-bcd3e9a8a221.wav'}","18"
"2026-01-13 16:42:55","unknown","ایک ہزار۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b1ad66e4-eaee-41f5-992b-fb336eed4a51.wav'}","19"
"2026-01-13 16:42:32","send_money","دو سو چوالیس روپے مجھے طلحہ کو بھیجنے ہیں۔","{'id': '211494639', 'type': 'send_money', 'amount': 244.0, 'detected_language': 'urdu', 'name': 'H TALHA ARIF AA', 'bankName': 'HBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'f3b24b51-7caa-4389-aab7-b5988399e221.wav'}","25"
"2026-01-13 16:42:31","send_money","سینڈ انڈل پیسٹو محمد زیشان ارشد","{'id': '212101277', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'MUHAMMAD ZEESHAN ARSHAD', 'bankName': 'SADAPAY', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '3023a03c-23fd-455a-a0a9-f1d003c10dd1.wav'}","26"
"2026-01-13 16:42:12","send_money","مجھے دو سو چوالیس روپے عطا کو بھیجنے ہیں۔","{'id': '', 'type': 'send_money', 'amount': 244.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '7d51d11a-35dc-4e0a-ad26-c645756a9bdd.wav'}","24"
"2026-01-13 16:42:01","send_money","پہلے ون تھاؤزنڈ روپیز ٹو رمل کمال","{'id': '122100335', 'type': 'send_money', 'amount': 1000, 'detected_language': 'english', 'name': 'RAMALKAMAL', 'bankName': 'HMB', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '4bb09f98-63b7-4279-9d33-6073177d00ef.wav'}","25"
"2026-01-13 16:41:56","send_money","Send 188000 to Sher Afghan.","{'id': '111332180', 'type': 'send_money', 'amount': 188000.0, 'detected_language': 'english', 'name': 'SHER AFGHAN ZAMAN', 'bankName': 'Faysal Bank', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '0d4406a0-4a59-4ba3-9e3b-3c3a1d458cee.wav'}","23"
"2026-01-13 16:41:37","send_money","شینجیر افغان 188000","{'id': '', 'type': 'send_money', 'amount': 188000.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9949821f-701d-46c6-b6e8-86c488bf8e30.wav'}","24"
"2026-01-13 16:41:19","send_money","Send twenty thousand to Rian Liaquat.","{'id': '126530852', 'type': 'send_money', 'amount': 20000.0, 'detected_language': 'english', 'name': 'REHAN LIAQAT', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '247523db-010f-491e-83ac-7708569900da.wav'}","23"
"2026-01-13 16:40:56","send_money","سینڈ شیر افغان 188000","{'id': '111332180', 'type': 'send_money', 'amount': 188000.0, 'detected_language': 'english', 'name': 'SHER AFGHAN ZAMAN', 'bankName': 'Faysal Bank', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'fa1f14f1-505b-4be4-b2a1-e9f3a72a8825.wav'}","25"
"2026-01-13 16:40:42","send_money","Send twenty thousand to Rayan Liaquat.","{'id': '', 'type': 'send_money', 'amount': 20000.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '28456b30-9ced-4a93-8c9e-bd6ad3d7307c.wav'}","23"
"2026-01-13 16:40:18","unknown","شیر افغان","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'd7ab87e4-ec98-4d1d-aaf6-c638f47a5f13.wav'}","19"
"2026-01-13 16:40:12","unknown","راجہ شیر افگن","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '84d888a3-0396-4b7b-ac0d-63a6733e4c20.wav'}","19"
"2026-01-13 16:34:53","send_money","پندرہ سو عاقب سلیم سادہ پہ کو سینڈ کرو۔","{'id': '208610310', 'type': 'send_money', 'amount': 1500.0, 'detected_language': 'urdu', 'name': 'Aaqib Saleem SadaPay', 'bankName': 'SADAPAY', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '3c428fb2-e80d-4fcd-83c8-59954b125b9d.wav'}","25"
"2026-01-13 16:34:41","unknown","سند پندرہ سو دو عاقب سلیم سادہ پہ","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '9cbcea25-0fe1-4691-b6c1-32bc2cbf25b3.wav'}","19"
"2026-01-13 16:34:29","send_money","پندرہ سو آکپ سلیم صادقہ کو سینڈ کرو۔","{'id': '180529407', 'type': 'send_money', 'amount': 1500.0, 'detected_language': 'urdu', 'name': 'Aaqib Saleem ABL', 'bankName': 'ABL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '55e12826-77ad-4dcd-8059-07cb6a5b64cb.wav'}","25"
"2026-01-13 16:34:04","unknown","جب آپ کسی بھی چیز۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '715fc9f6-440b-4ed9-a656-d6f0ba32a50d.wav'}","19"
"2026-01-13 16:33:48","unknown","آئیے رمضان","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b5886496-9e45-422e-8a24-d08824d28ee0.wav'}","19"
"2026-01-13 16:24:32","send_money","Send five rupees to Mubashir Mahmood.","{'id': '197472974', 'type': 'send_money', 'amount': 5.0, 'detected_language': 'english', 'name': 'MUBASHAR MEHMOOD', 'bankName': 'NAYAPAY', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'ef51897c-2e30-41fc-be11-ad52577e5b66.wav'}","23"
"2026-01-13 16:24:13","send_money","Send five rupees to Muzammil Mehmood.","{'id': '212207141', 'type': 'send_money', 'amount': 5.0, 'detected_language': 'english', 'name': 'Muzamil Mehmood', 'bankName': 'BAHL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '69c57bcb-dcc7-4dcb-bc65-72e0cbece80e.wav'}","23"
"2026-01-13 16:24:09","send_money","Payment sent to JazzCash.","{'id': '86118520', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'ALLAH DITTA', 'bankName': 'JazzCash', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b93c19ce-3e74-4cfd-a158-be70bbe73c40.wav'}","24"
"2026-01-13 16:22:51","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '4dbcb548-e803-4965-bf64-d404fdb24f9d.wav'}","19"
"2026-01-13 16:22:17","send_money","ٹرانسفر ون تھاؤزنڈ ٹو وقاس علی","{'id': '39807237', 'type': 'send_money', 'amount': 1000, 'detected_language': 'english', 'name': 'WAQAS ALI', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'dffd7a4e-613d-4cb8-a698-808ead86a0b8.wav'}","25"
"2026-01-13 16:21:50","send_money","ٹرانسفر ٹو زلفکار وڑائچ یو بی ایل","{'id': '21308305', 'type': 'send_money', 'amount': 2000000000, 'detected_language': 'english', 'name': 'ZULFIQAR WARRAICH UBL', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'aab04dbc-5628-4ac1-bb11-0aa43e05899f.wav'}","25"
"2026-01-13 16:21:15","send_money","Transfer to Waqas Ali.","{'id': '39807237', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'WAQAS ALI', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '4d4ced6a-6d72-40a1-8e15-5e5fc1710fc0.wav'}","24"
"2026-01-13 16:20:50","send_money","ٹرانسفر ٹو احسان اللہ وردائچ","{'id': '', 'type': 'send_money', 'amount': 2, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '9dcfbc15-6aa8-4d31-bac8-6b65a8d08831.wav'}","24"
"2026-01-13 16:15:52","send_money","Send money to Engineer Cafe.","{'id': '', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'fe54a60e-d61c-464e-836a-da49c480f6e6.wav'}","23"
"2026-01-13 16:07:47","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '11f38837-1160-4d44-8acb-0579b0780a7e.wav'}","19"
"2026-01-13 16:07:40","unknown","Hello, what you can do for me?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '62ca04c4-baaa-49cd-8c45-6c54311163d5.wav'}","17"
